SEQ,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE,fecha_measure,hora,num_dia,num_dia_sem,nom_dia,mes_nombre,mes,trimestre,anio
6209,2504,2019-11-15T06:58:17.609290Z,APPROVED,PLASTIC,0.3,12500,43,,"",,2019-11-15,0,15,5,vie,nov,11,4,2019
6210,2504,2019-11-23T00:40:06.757104Z,DELIVERED,"",,,,,11560,4,2019-11-23,18,22,5,vie,nov,11,4,2019
6211,2505,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6212,2506,2019-11-12T15:44:04.053235Z,RESPONSE,"",,,,,"",,2019-11-12,9,12,2,mar,nov,11,4,2019
6213,2506,2019-11-15T17:20:11.238288Z,RISK,"",,,,,"",,2019-11-15,11,15,5,vie,nov,11,4,2019
6214,2506,2019-11-17T07:24:10.780790Z,APPROVED,DIGITAL,0.44,3600,46,,"",,2019-11-17,1,17,7,dom,nov,11,4,2019
6215,2506,2020-01-05T09:41:10.262832Z,TXN,"",,,,540.619901027236,"",,2020-01-05,3,5,7,dom,ene,1,1,2020
6219,2507,2019-11-12T04:04:58.254902Z,RESPONSE,"",,,,,"",,2019-11-12,22,11,1,lun,nov,11,4,2019
6220,2507,2019-11-27T18:14:14.266694Z,RISK,"",,,,,"",,2019-11-27,12,27,3,mié,nov,11,4,2019
6221,2507,2019-11-28T01:37:42.108758Z,REJECTED,USAGE,,,,,"",,2019-11-28,19,27,3,mié,nov,11,4,2019
6222,2508,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6223,2509,2020-01-18T03:07:17.458234Z,RESPONSE,"",,,,,"",,2020-01-18,21,17,5,vie,ene,1,1,2020
6224,2509,2020-01-20T22:24:15.827415Z,RISK,"",,,,,"",,2020-01-20,16,20,1,lun,ene,1,1,2020
6225,2509,2020-01-22T17:14:32.482723Z,REJECTED,MOP,,,,,"",,2020-01-22,11,22,3,mié,ene,1,1,2020
6226,2510,2019-11-11T18:22:33.069792Z,RESPONSE,"",,,,,"",,2019-11-11,12,11,1,lun,nov,11,4,2019
6227,2510,2019-11-17T09:50:51.170640Z,RISK,"",,,,,"",,2019-11-17,3,17,7,dom,nov,11,4,2019
6228,2510,2019-11-19T06:07:03.500227Z,REJECTED,MOP,,,,,"",,2019-11-19,0,19,2,mar,nov,11,4,2019
6229,2512,2020-01-22T16:28:03.568570Z,RESPONSE,"",,,,,"",,2020-01-22,10,22,3,mié,ene,1,1,2020
6230,2512,2020-02-02T03:15:52.582637Z,RISK,"",,,,,"",,2020-02-02,21,1,6,sáb,feb,2,1,2020
6231,2512,2020-02-03T07:00:50.600448Z,REJECTED,MOP,,,,,"",,2020-02-03,1,3,1,lun,feb,2,1,2020
6232,2513,2019-11-11T08:30:22.975776Z,RESPONSE,"",,,,,"",,2019-11-11,2,11,1,lun,nov,11,4,2019
6233,2513,2019-11-13T08:08:16.703290Z,RISK,"",,,,,"",,2019-11-13,2,13,3,mié,nov,11,4,2019
6234,2513,2019-11-22T19:11:40.333027Z,APPROVED,PLASTIC,0.32,18600,47,,"",,2019-11-22,13,22,5,vie,nov,11,4,2019
6235,2513,2019-11-24T05:09:32.082192Z,DELIVERED,"",,,,,44620,2,2019-11-24,23,23,6,sáb,nov,11,4,2019
6236,2513,2019-11-24T06:21:19.353657Z,TXN,"",,,,1129.39715308645,"",,2019-11-24,0,24,7,dom,nov,11,4,2019
6237,2514,2019-11-21T17:39:05.375664Z,RESPONSE,"",,,,,"",,2019-11-21,11,21,4,jue,nov,11,4,2019
6238,2514,2019-11-23T11:19:31.065312Z,RISK,"",,,,,"",,2019-11-23,5,23,6,sáb,nov,11,4,2019
6239,2514,2019-11-23T18:13:58.223597Z,APPROVED,PLASTIC,0.42,900,35,,"",,2019-11-23,12,23,6,sáb,nov,11,4,2019
6240,2514,2019-11-26T08:27:01.848499Z,DELIVERED,"",,,,,53100,2,2019-11-26,2,26,2,mar,nov,11,4,2019
6241,2514,2019-11-27T18:04:50.039357Z,TXN,"",,,,36.0311085997466,"",,2019-11-27,12,27,3,mié,nov,11,4,2019
6242,2514,2020-06-29T00:08:33.731232Z,TXN,"",,,,136.312782878115,"",,2020-06-29,19,28,7,dom,jun,6,2,2020
6243,2514,2020-06-30T14:40:21.449510Z,TXN,"",,,,1016.95415952978,"",,2020-06-30,9,30,2,mar,jun,6,2,2020
6244,2515,2019-11-12T18:48:47.731997Z,RESPONSE,"",,,,,"",,2019-11-12,12,12,2,mar,nov,11,4,2019
6245,2515,2019-11-18T16:39:42.700349Z,RISK,"",,,,,"",,2019-11-18,10,18,1,lun,nov,11,4,2019
6246,2515,2019-11-19T12:19:47.041997Z,REJECTED,MOP,,,,,"",,2019-11-19,6,19,2,mar,nov,11,4,2019
6247,2516,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6248,2517,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6249,2519,2019-11-11T08:28:23.977401Z,RESPONSE,"",,,,,"",,2019-11-11,2,11,1,lun,nov,11,4,2019
6250,2519,2019-11-28T08:06:02.168381Z,RISK,"",,,,,"",,2019-11-28,2,28,4,jue,nov,11,4,2019
6251,2519,2019-11-29T04:17:38.897261Z,APPROVED,PLASTIC,0.48,15100,46,,"",,2019-11-29,22,28,4,jue,nov,11,4,2019
6252,2519,2019-12-03T01:59:26.996554Z,DELIVERED,"",,,,,53100,3,2019-12-03,19,2,1,lun,dic,12,4,2019
6253,2521,2019-11-17T09:50:18.650717Z,RESPONSE,"",,,,,"",,2019-11-17,3,17,7,dom,nov,11,4,2019
6254,2521,2019-11-20T03:32:52.905898Z,RISK,"",,,,,"",,2019-11-20,21,19,2,mar,nov,11,4,2019
6255,2521,2019-11-24T03:56:46.020192Z,APPROVED,PLASTIC,0.48,2700,42,,"",,2019-11-24,21,23,6,sáb,nov,11,4,2019
6256,2521,2019-11-27T15:46:48.590285Z,DELIVERED,"",,,,,64000,2,2019-11-27,9,27,3,mié,nov,11,4,2019
6257,2521,2019-11-28T01:40:12.841075Z,TXN,"",,,,22.6754513817595,"",,2019-11-28,19,27,3,mié,nov,11,4,2019
6258,2521,2019-12-06T03:06:32.153875Z,TXN,"",,,,76.7771984569811,"",,2019-12-06,21,5,4,jue,dic,12,4,2019
6259,2522,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6260,2523,2019-11-13T21:56:37.682678Z,RESPONSE,"",,,,,"",,2019-11-13,15,13,3,mié,nov,11,4,2019
6261,2523,2019-11-15T14:51:34.139578Z,RISK,"",,,,,"",,2019-11-15,8,15,5,vie,nov,11,4,2019
6262,2523,2019-11-17T19:01:15.771533Z,APPROVED,PLASTIC,0.48,11100,30,,"",,2019-11-17,13,17,7,dom,nov,11,4,2019
6263,2523,2019-11-27T09:53:35.938205Z,DELIVERED,"",,,,,11560,3,2019-11-27,3,27,3,mié,nov,11,4,2019
6264,2523,2019-11-30T16:30:12.782880Z,TXN,"",,,,5050.01082924015,"",,2019-11-30,10,30,6,sáb,nov,11,4,2019
6265,2523,2019-11-30T17:50:06.200361Z,TXN,"",,,,183.522756840937,"",,2019-11-30,11,30,6,sáb,nov,11,4,2019
6266,2523,2019-12-01T11:56:30.098890Z,TXN,"",,,,16891.2704430089,"",,2019-12-01,5,1,7,dom,dic,12,4,2019
6267,2523,2019-12-01T13:41:31.241472Z,TXN,"",,,,96.0888046819268,"",,2019-12-01,7,1,7,dom,dic,12,4,2019
6268,2523,2020-01-08T09:32:58.888061Z,TXN,"",,,,82.2996618151218,"",,2020-01-08,3,8,3,mié,ene,1,1,2020
6269,2526,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6270,2527,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6271,2528,2019-11-15T15:34:10.283146Z,RESPONSE,"",,,,,"",,2019-11-15,9,15,5,vie,nov,11,4,2019
6272,2528,2019-11-17T17:06:57.079555Z,RISK,"",,,,,"",,2019-11-17,11,17,7,dom,nov,11,4,2019
6273,2528,2019-11-20T06:02:08.136125Z,APPROVED,PLASTIC,0.46,2100,31,,"",,2019-11-20,0,20,3,mié,nov,11,4,2019
6274,2528,2019-11-22T22:46:11.443584Z,DELIVERED,"",,,,,44100,2,2019-11-22,16,22,5,vie,nov,11,4,2019
6275,2528,2019-11-30T20:07:34.283827Z,TXN,"",,,,552.628116885347,"",,2019-11-30,14,30,6,sáb,nov,11,4,2019
6276,2530,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6277,2531,2019-11-11T17:43:42.337258Z,RESPONSE,"",,,,,"",,2019-11-11,11,11,1,lun,nov,11,4,2019
6278,2531,2019-11-13T18:11:36.210768Z,RISK,"",,,,,"",,2019-11-13,12,13,3,mié,nov,11,4,2019
6279,2531,2019-11-16T03:21:27.515261Z,APPROVED,DIGITAL,0.43,23500,34,,"",,2019-11-16,21,15,5,vie,nov,11,4,2019
6280,2531,2019-11-16T19:40:01.338384Z,TXN,"",,,,773.012444951787,"",,2019-11-16,13,16,6,sáb,nov,11,4,2019
6281,2531,2019-11-21T07:53:24.118541Z,TXN,"",,,,1162.14878808487,"",,2019-11-21,1,21,4,jue,nov,11,4,2019
6282,2531,2019-11-23T09:26:09.986151Z,TXN,"",,,,39.7548669246302,"",,2019-11-23,3,23,6,sáb,nov,11,4,2019
6283,2531,2019-11-25T08:51:53.149219Z,TXN,"",,,,54.7062313887278,"",,2019-11-25,2,25,1,lun,nov,11,4,2019
6284,2532,2019-11-11T06:31:42.239942Z,RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6285,2532,2019-11-12T15:00:13.729133Z,RISK,"",,,,,"",,2019-11-12,9,12,2,mar,nov,11,4,2019
6286,2532,2019-11-19T01:20:21.538349Z,APPROVED,PLASTIC,0.37,12100,42,,"",,2019-11-19,19,18,1,lun,nov,11,4,2019
6287,2532,2019-11-21T01:57:51.499238Z,DELIVERED,"",,,,,11560,3,2019-11-21,19,20,3,mié,nov,11,4,2019
6288,2532,2019-11-24T08:42:07.906896Z,TXN,"",,,,60.0140627448918,"",,2019-11-24,2,24,7,dom,nov,11,4,2019
6289,2532,2019-11-25T23:10:45.814570Z,TXN,"",,,,74.6595470020701,"",,2019-11-25,17,25,1,lun,nov,11,4,2019
6290,2533,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6291,2534,2019-11-12T02:58:33.342355Z,RESPONSE,"",,,,,"",,2019-11-12,20,11,1,lun,nov,11,4,2019
6292,2534,2019-11-13T15:39:11.912026Z,RISK,"",,,,,"",,2019-11-13,9,13,3,mié,nov,11,4,2019
6293,2534,2019-11-18T23:58:20.539517Z,REJECTED,INCOME,,,,,"",,2019-11-18,17,18,1,lun,nov,11,4,2019
6294,2537,2019-11-13T22:03:09.927014Z,RESPONSE,"",,,,,"",,2019-11-13,16,13,3,mié,nov,11,4,2019
6295,2537,2019-11-15T10:45:15.884237Z,RISK,"",,,,,"",,2019-11-15,4,15,5,vie,nov,11,4,2019
6296,2537,2019-11-18T03:24:00.704880Z,REJECTED,INCOME,,,,,"",,2019-11-18,21,17,7,dom,nov,11,4,2019
6297,2539,2019-11-11T08:10:41.723962Z,RESPONSE,"",,,,,"",,2019-11-11,2,11,1,lun,nov,11,4,2019
6298,2539,2019-11-13T15:57:47.567491Z,RISK,"",,,,,"",,2019-11-13,9,13,3,mié,nov,11,4,2019
6299,2539,2019-11-14T01:04:30.170755Z,APPROVED,PLASTIC,0.48,7000,31,,"",,2019-11-14,19,13,3,mié,nov,11,4,2019
6300,2539,2019-11-15T00:53:30.206083Z,DELIVERED,"",,,,,64000,3,2019-11-15,18,14,4,jue,nov,11,4,2019
6301,2539,2019-11-15T05:45:06.212390Z,TXN,"",,,,43.205218355406,"",,2019-11-15,23,14,4,jue,nov,11,4,2019
6302,2539,2019-11-16T10:04:33.024893Z,TXN,"",,,,15978.0010465352,"",,2019-11-16,4,16,6,sáb,nov,11,4,2019
6303,2539,2019-11-20T16:00:22.230403Z,TXN,"",,,,50.075029280927,"",,2019-11-20,10,20,3,mié,nov,11,4,2019
6304,2539,2019-11-20T19:18:33.323472Z,TXN,"",,,,49.1640020681598,"",,2019-11-20,13,20,3,mié,nov,11,4,2019
6305,2541,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6306,2542,2019-11-13T08:36:25.262726Z,RESPONSE,"",,,,,"",,2019-11-13,2,13,3,mié,nov,11,4,2019
6307,2542,2019-11-24T23:04:52.135392Z,RISK,"",,,,,"",,2019-11-24,17,24,7,dom,nov,11,4,2019
6308,2542,2019-11-29T21:17:54.639312Z,APPROVED,PLASTIC,0.3,56500,39,,"",,2019-11-29,15,29,5,vie,nov,11,4,2019
6309,2542,2019-12-01T22:48:16.786483Z,DELIVERED,"",,,,,44620,0,2019-12-01,16,1,7,dom,dic,12,4,2019
6310,2543,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6311,2545,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6312,2546,2019-11-11T20:05:28.906627Z,RESPONSE,"",,,,,"",,2019-11-11,14,11,1,lun,nov,11,4,2019
6313,2546,2019-11-16T17:57:28.931069Z,RISK,"",,,,,"",,2019-11-16,11,16,6,sáb,nov,11,4,2019
6314,2546,2019-11-27T09:18:48.731155Z,APPROVED,PLASTIC,0.38,24500,46,,"",,2019-11-27,3,27,3,mié,nov,11,4,2019
6315,2546,2019-11-30T20:09:48.265344Z,DELIVERED,"",,,,,53100,1,2019-11-30,14,30,6,sáb,nov,11,4,2019
6316,2546,2019-12-01T01:16:30.657504Z,TXN,"",,,,61.5754718236846,"",,2019-12-01,19,30,6,sáb,nov,11,4,2019
6317,2546,2019-12-02T05:57:44.082518Z,TXN,"",,,,351.635600637543,"",,2019-12-02,23,1,7,dom,dic,12,4,2019
6318,2546,2019-12-06T03:16:28.455139Z,TXN,"",,,,90.9755232725197,"",,2019-12-06,21,5,4,jue,dic,12,4,2019
6319,2547,2019-11-11T10:36:31.837046Z,RESPONSE,"",,,,,"",,2019-11-11,4,11,1,lun,nov,11,4,2019
6320,2547,2019-11-11T20:31:56.951760Z,RISK,"",,,,,"",,2019-11-11,14,11,1,lun,nov,11,4,2019
6321,2547,2019-11-13T04:38:34.385597Z,APPROVED,PLASTIC,0.44,14100,39,,"",,2019-11-13,22,12,2,mar,nov,11,4,2019
6322,2547,2019-11-14T07:45:43.167370Z,DELIVERED,"",,,,,44620,4,2019-11-14,1,14,4,jue,nov,11,4,2019
6323,2547,2019-11-18T13:07:09.259334Z,TXN,"",,,,3295.74149810625,"",,2019-11-18,7,18,1,lun,nov,11,4,2019
6324,2548,2019-11-22T15:37:23.318026Z,RESPONSE,"",,,,,"",,2019-11-22,9,22,5,vie,nov,11,4,2019
6325,2548,2019-11-23T05:47:56.617814Z,RISK,"",,,,,"",,2019-11-23,23,22,5,vie,nov,11,4,2019
6326,2548,2019-11-30T01:14:34.553184Z,REJECTED,USAGE,,,,,"",,2019-11-30,19,29,5,vie,nov,11,4,2019
6327,2549,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6328,2550,2019-11-14T08:18:55.897747Z,RESPONSE,"",,,,,"",,2019-11-14,2,14,4,jue,nov,11,4,2019
6329,2550,2019-11-14T14:58:23.163744Z,RISK,"",,,,,"",,2019-11-14,8,14,4,jue,nov,11,4,2019
6330,2550,2019-11-17T00:16:29.754682Z,APPROVED,DIGITAL,0.39,2400,36,,"",,2019-11-17,18,16,6,sáb,nov,11,4,2019
6331,2553,2019-11-12T07:30:08.127475Z,RESPONSE,"",,,,,"",,2019-11-12,1,12,2,mar,nov,11,4,2019
6332,2553,2019-11-13T05:48:25.566394Z,RISK,"",,,,,"",,2019-11-13,23,12,2,mar,nov,11,4,2019
6333,2553,2019-11-14T09:37:24.133469Z,APPROVED,PLASTIC,0.47,7200,30,,"",,2019-11-14,3,14,4,jue,nov,11,4,2019
6334,2553,2019-11-15T23:54:17.950176Z,DELIVERED,"",,,,,53100,2,2019-11-15,17,15,5,vie,nov,11,4,2019
6335,2553,2019-11-16T02:24:09.214214Z,TXN,"",,,,2743.51089229726,"",,2019-11-16,20,15,5,vie,nov,11,4,2019
6336,2553,2019-11-17T18:57:18.786787Z,TXN,"",,,,2.88918947199826,"",,2019-11-17,12,17,7,dom,nov,11,4,2019
6337,2553,2019-11-18T06:47:10.690109Z,TXN,"",,,,149.277206951567,"",,2019-11-18,0,18,1,lun,nov,11,4,2019
6338,2554,2019-11-12T08:37:10.421155Z,RESPONSE,"",,,,,"",,2019-11-12,2,12,2,mar,nov,11,4,2019
6339,2554,2019-11-14T04:55:45.981293Z,RISK,"",,,,,"",,2019-11-14,22,13,3,mié,nov,11,4,2019
6340,2554,2019-11-14T19:20:22.514064Z,APPROVED,PLASTIC,0.3,29100,41,,"",,2019-11-14,13,14,4,jue,nov,11,4,2019
6341,2554,2019-11-20T19:30:01.380067Z,DELIVERED,"",,,,,53100,1,2019-11-20,13,20,3,mié,nov,11,4,2019
6342,2554,2019-11-22T03:27:57.824409Z,TXN,"",,,,1096.581219564,"",,2019-11-22,21,21,4,jue,nov,11,4,2019
6343,2554,2019-11-26T19:07:02.281757Z,TXN,"",,,,51.9085174234054,"",,2019-11-26,13,26,2,mar,nov,11,4,2019
6344,2555,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6345,2556,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6346,2557,2019-11-27T16:40:45.600413Z,RESPONSE,"",,,,,"",,2019-11-27,10,27,3,mié,nov,11,4,2019
6347,2557,2019-11-30T00:59:34.937290Z,RISK,"",,,,,"",,2019-11-30,18,29,5,vie,nov,11,4,2019
6348,2557,2019-11-30T11:35:00.434342Z,REJECTED,USAGE,,,,,"",,2019-11-30,5,30,6,sáb,nov,11,4,2019
6349,2559,2019-11-11T10:18:12.091968Z,RESPONSE,"",,,,,"",,2019-11-11,4,11,1,lun,nov,11,4,2019
6350,2559,2019-11-12T05:41:34.025309Z,RISK,"",,,,,"",,2019-11-12,23,11,1,lun,nov,11,4,2019
6351,2559,2019-11-14T12:14:19.421491Z,REJECTED,EMPTY,,,,,"",,2019-11-14,6,14,4,jue,nov,11,4,2019
6352,2562,2019-11-23T14:04:40.947802Z,RESPONSE,"",,,,,"",,2019-11-23,8,23,6,sáb,nov,11,4,2019
6353,2562,2019-11-24T03:28:28.445952Z,RISK,"",,,,,"",,2019-11-24,21,23,6,sáb,nov,11,4,2019
6354,2562,2019-12-17T09:59:05.308742Z,REJECTED,USAGE,,,,,"",,2019-12-17,3,17,2,mar,dic,12,4,2019
6355,2563,2019-11-14T23:25:40.964794Z,RESPONSE,"",,,,,"",,2019-11-14,17,14,4,jue,nov,11,4,2019
6356,2563,2019-11-18T16:35:31.719408Z,RISK,"",,,,,"",,2019-11-18,10,18,1,lun,nov,11,4,2019
6357,2563,2019-11-25T02:31:23.532326Z,APPROVED,PLASTIC,0.44,13000,35,,"",,2019-11-25,20,24,7,dom,nov,11,4,2019
6358,2563,2019-11-28T15:46:30.195725Z,DELIVERED,"",,,,,11560,2,2019-11-28,9,28,4,jue,nov,11,4,2019
6359,2563,2019-12-03T12:49:14.749277Z,TXN,"",,,,410.964977567544,"",,2019-12-03,6,3,2,mar,dic,12,4,2019
6360,2563,2019-12-03T14:35:42.452736Z,TXN,"",,,,27.9216989171161,"",,2019-12-03,8,3,2,mar,dic,12,4,2019
6361,2563,2019-12-08T04:58:16.000637Z,TXN,"",,,,451.622466544213,"",,2019-12-08,22,7,6,sáb,dic,12,4,2019
6362,2564,2019-11-11T12:49:59.820441Z,RESPONSE,"",,,,,"",,2019-11-11,6,11,1,lun,nov,11,4,2019
6363,2564,2019-11-11T21:25:09.506237Z,RISK,"",,,,,"",,2019-11-11,15,11,1,lun,nov,11,4,2019
6364,2564,2019-11-12T15:27:20.624285Z,APPROVED,PLASTIC,0.46,600,36,,"",,2019-11-12,9,12,2,mar,nov,11,4,2019
6365,2564,2019-11-12T20:52:41.184250Z,DELIVERED,"",,,,,11560,1,2019-11-12,14,12,2,mar,nov,11,4,2019
6366,2564,2019-11-12T23:24:27.551578Z,TXN,"",,,,399.459994567988,"",,2019-11-12,17,12,2,mar,nov,11,4,2019
6367,2564,2019-11-19T08:16:22.804205Z,TXN,"",,,,303.837651047318,"",,2019-11-19,2,19,2,mar,nov,11,4,2019
6368,2564,2019-11-20T04:03:51.991891Z,TXN,"",,,,322.689939057854,"",,2019-11-20,22,19,2,mar,nov,11,4,2019
6369,2564,2019-11-23T07:11:02.394355Z,TXN,"",,,,30.9919358257318,"",,2019-11-23,1,23,6,sáb,nov,11,4,2019
6370,2564,2019-12-15T19:35:50.677382Z,TXN,"",,,,4054.94023880839,"",,2019-12-15,13,15,7,dom,dic,12,4,2019
6371,2565,2019-11-15T04:43:09.399821Z,RESPONSE,"",,,,,"",,2019-11-15,22,14,4,jue,nov,11,4,2019
6372,2565,2019-11-16T06:40:05.609366Z,RISK,"",,,,,"",,2019-11-16,0,16,6,sáb,nov,11,4,2019
6373,2565,2019-11-19T20:45:59.701594Z,REJECTED,MOP,,,,,"",,2019-11-19,14,19,2,mar,nov,11,4,2019
6374,2566,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6375,2570,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6376,2571,2019-11-12T04:14:17.776723Z,RESPONSE,"",,,,,"",,2019-11-12,22,11,1,lun,nov,11,4,2019
6377,2571,2019-11-15T07:23:42.084240Z,RISK,"",,,,,"",,2019-11-15,1,15,5,vie,nov,11,4,2019
6378,2571,2019-11-16T00:48:08.453952Z,APPROVED,DIGITAL,0.43,9000,33,,"",,2019-11-16,18,15,5,vie,nov,11,4,2019
6379,2571,2019-11-16T01:36:09.078941Z,TXN,"",,,,71.7647758766565,"",,2019-11-16,19,15,5,vie,nov,11,4,2019
6380,2571,2019-11-18T12:31:07.361645Z,TXN,"",,,,1762.40875382172,"",,2019-11-18,6,18,1,lun,nov,11,4,2019
6381,2571,2019-11-18T23:48:40.258973Z,TXN,"",,,,152.158810639354,"",,2019-11-18,17,18,1,lun,nov,11,4,2019
6382,2573,2019-11-17T06:21:45.698486Z,RESPONSE,"",,,,,"",,2019-11-17,0,17,7,dom,nov,11,4,2019
6383,2573,2019-11-18T07:27:06.712963Z,RISK,"",,,,,"",,2019-11-18,1,18,1,lun,nov,11,4,2019
6384,2573,2019-11-25T14:35:49.898861Z,APPROVED,DIGITAL,0.49,10700,39,,"",,2019-11-25,8,25,1,lun,nov,11,4,2019
6385,2574,2019-11-11T06:42:43.089350Z,RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6386,2574,2019-11-18T20:10:42.666758Z,RISK,"",,,,,"",,2019-11-18,14,18,1,lun,nov,11,4,2019
6387,2574,2019-11-20T00:38:01.161139Z,APPROVED,PLASTIC,0.3,13100,32,,"",,2019-11-20,18,19,2,mar,nov,11,4,2019
6388,2574,2019-11-23T07:24:33.910416Z,DELIVERED,"",,,,,11560,2,2019-11-23,1,23,6,sáb,nov,11,4,2019
6389,2574,2019-11-23T11:24:55.614902Z,TXN,"",,,,3334.59118011096,"",,2019-11-23,5,23,6,sáb,nov,11,4,2019
6390,2574,2019-11-24T19:50:34.403971Z,TXN,"",,,,8262.74137594821,"",,2019-11-24,13,24,7,dom,nov,11,4,2019
6391,2574,2019-12-05T13:07:15.024374Z,TXN,"",,,,4146.98355061983,"",,2019-12-05,7,5,4,jue,dic,12,4,2019
6392,2575,2019-11-11T06:00:00Z,NO_RESPONSE,"",,,,,"",,2019-11-11,0,11,1,lun,nov,11,4,2019
6393,2576,2019-11-12T23:53:53.320906Z,RESPONSE,"",,,,,"",,2019-11-12,17,12,2,mar,nov,11,4,2019
6394,2576,2019-11-14T11:29:01.714848Z,RISK,"",,,,,"",,2019-11-14,5,14,4,jue,nov,11,4,2019
6395,2576,2019-11-17T11:34:40.578931Z,APPROVED,DIGITAL,0.3,3200,41,,"",,2019-11-17,5,17,7,dom,nov,11,4,2019
6396,2576,2019-11-19T06:36:55.192579Z,TXN,"",,,,17.268737036952,"",,2019-11-19,0,19,2,mar,nov,11,4,2019
6397,2576,2019-11-24T18:36:46.106064Z,TXN,"",,,,4513.25711556975,"",,2019-11-24,12,24,7,dom,nov,11,4,2019
6398,2576,2019-12-01T21:38:02.166576Z,TXN,"",,,,184.246378503383,"",,2019-12-01,15,1,7,dom,dic,12,4,2019
6399,2577,2020-07-07T16:13:09.782285Z,RESPONSE,"",,,,,"",,2020-07-07,11,7,2,mar,jul,7,3,2020
6400,2577,2020-07-10T23:26:57.422256Z,RISK,"",,,,,"",,2020-07-10,18,10,5,vie,jul,7,3,2020
6401,2577,2020-07-12T20:03:47.228544Z,APPROVED,PLASTIC,0.42,2200,30,,"",,2020-07-12,15,12,7,dom,jul,7,3,2020
6402,2577,2020-07-25T19:48:40.747478Z,DELIVERED,"",,,,,53100,3,2020-07-25,14,25,6,sáb,jul,7,3,2020
6403,2577,2020-07-26T04:27:23.809047Z,TXN,"",,,,416.882991412829,"",,2020-07-26,23,25,6,sáb,jul,7,3,2020
6404,2578,2019-11-11T20:42:14.178499Z,RESPONSE,"",,,,,"",,2019-11-11,14,11,1,lun,nov,11,4,2019
6405,2578,2019-11-13T23:13:14.119824Z,RISK,"",,,,,"",,2019-11-13,17,13,3,mié,nov,11,4,2019
6406,2578,2019-11-14T16:35:53.206397Z,APPROVED,DIGITAL,0.4,9000,32,,"",,2019-11-14,10,14,4,jue,nov,11,4,2019
6407,2579,2020-02-23T03:23:34.947658Z,RESPONSE,"",,,,,"",,2020-02-23,21,22,6,sáb,feb,2,1,2020
6408,2579,2020-02-25T13:00:15.006154Z,RISK,"",,,,,"",,2020-02-25,7,25,2,mar,feb,2,1,2020
6409,2579,2020-03-01T14:47:28.879958Z,APPROVED,PLASTIC,0.36,11000,46,,"",,2020-03-01,8,1,7,dom,mar,3,1,2020
6410,2579,2020-03-11T12:39:05.141117Z,DELIVERED,"",,,,,11560,1,2020-03-11,6,11,3,mié,mar,3,1,2020
6411,2579,2020-03-13T19:35:41.664221Z,TXN,"",,,,48.1800464675674,"",,2020-03-13,13,13,5,vie,mar,3,1,2020
6412,2579,2020-03-14T09:45:57.499718Z,TXN,"",,,,513.220357384504,"",,2020-03-14,3,14,6,sáb,mar,3,1,2020
6413,2579,2020-04-09T10:39:35.856375Z,TXN,"",,,,3295.43983344959,"",,2020-04-09,5,9,4,jue,abr,4,2,2020
6414,2580,2019-11-11T07:23:29.707267Z,RESPONSE,"",,,,,"",,2019-11-11,1,11,1,lun,nov,11,4,2019
6415,2580,2019-11-14T02:15:36.535277Z,RISK,"",,,,,"",,2019-11-14,20,13,3,mié,nov,11,4,2019
